,2,3,4,5,6,7,8
4.0,4642690,4642690,4978000,4387495,4157370,4028535,4022080
8.0,5056280,4760195,5069960,4490340,4267305,3981915,4002240
13.0,5232600,4925625,5240200,4635060,3280860,3594888,4270720
