,subjFloor,floorLv,unitNo,price,npsf,nfa
9.0/F低層A,9.0,低層,A,6500520,12501,520
18.0/F中層A,18.0,中層,A,6880120,13231,520
27.0/F高層A,27.0,高層,A,7354880,14144,520
9.0/F低層B,9.0,低層,B,9382230,13122,715
18.0/F中層B,18.0,中層,B,10007140,13996,715
27.0/F高層B,27.0,高層,B,10627760,14864,715
