,1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,3,4,5,6,7,8,9
9.0,6516820,5985090,6008985,6689320,6552700,5975200,5901600,6527860,6835680,5862375,5922720,5684800,6689320,6689320,5916400,5967200,6823640,5806800,6652060,6689320,6008985,5605760,6835680,6835680
16.0,6896320,6086340,6226470,7077100,6762460,6431200,6110400,6735320,7231890,6089580,6226470,5859200,7077100,7077100,6265200,6256400,7080780,5990000,6739000,7038460,6594210,5850860,7231890,7231890
22.0,6993380,6301800,6251580,7052720,7033400,6425600,6289600,6901840,7206980,6262110,6251580,6045600,7052720,7052720,6358000,6445600,7190720,6023600,6992920,7134140,6721380,5928000,7206980,7206980
