,1,11,13,16,3,4,5,7
8.0,2417006,1969112,2473712,2240535,3348800,2269025,2009315,3064896
19.0,2544741,2066872,2603511,2359786,3520426,2390718,2109030,3334176
29.0,2682435,2155608,2743942,2485956,3700424,2520144,2199505,3518048
