,10,11,12,2,3,4,5,6,7,8,9
10.0,11828,11880,12080,11133,11125,11133,12269,11884,11728,11986,11881
14.0,12113,12181,12391,11415,11404,11415,12619,12185,12027,12292,12186
19.0,12533,12571,12819,11782,11762,11782,13170,12573,12442,12718,12577
