,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
16.0/F低層A,16.0,低層,A,31297917,27771,1127,327,4,HSW
33.0/F中層A,33.0,中層,A,63996771,36507,1753,293,4,HSW
56.0/F高層A,56.0,高層,A,95318592,47328,2014,90,2,HSW
16.0/F低層B,16.0,低層,B,17891044,26783,668,364,3,HSW
33.0/F中層B,33.0,中層,B,65303700,38550,1694,394,3,HSW
56.0/F高層B,56.0,高層,B,139511889,50787,2747,58,1,HSW
16.0/F低層C,16.0,低層,C,14544376,26984,539,152,2,HSW
33.0/F中層C,33.0,中層,C,38690379,36743,1053,328,3,HSW
56.0/F高層C,56.0,高層,C,43758992,41596,1052,100,1,HSW
16.0/F低層D,16.0,低層,D,33885576,28668,1182,326,5,HSW
33.0/F中層D,33.0,中層,D,39987528,34003,1176,295,5,HSW
56.0/F高層D,56.0,高層,D,51275952,43602,1176,96,2,HSW
16.0/F低層E,16.0,低層,E,28912221,27457,1053,372,4,HSW
33.0/F中層E,33.0,中層,E,34750053,33001,1053,255,4,HSW
56.0/F高層E,56.0,高層,E,43804800,41600,1053,67,1,HSW
