,A,B,C,D,E,F,G,H,J,K,L,M
6.0,10723,10040,10032,10511,10040,10137,10511,10040,9494,10723,10043,10029
16.0,10911,10218,10209,10696,10218,10330,10696,10218,9673,10927,10220,10207
26.0,11101,10395,10387,10882,10395,10525,10882,10395,9889,11103,8411,10385
