,A,B,C,D,E,F,G,H
17.0,7958708,10567950,10014725,10222080,8046670,10577700,8207184,14128407
38.0,8603276,10867575,10181905,10191720,8496936,10666416,8444352,15046137
59.0,8533498,12665325,10127250,10546800,8452584,11204083,8532680,15883218
