,2,3,4,5,6,7,8
8.0,4145700,4115800,4089800,4079400,4102800,4102800,4083300
22.0,4386850,4399850,4338750,4354350,4385550,4385550,4385550
34.0,4615000,4634500,4567550,4583800,4585750,4585750,4525300
