,1,2,3,4,5,6,7,8
12.0,15733,15472,16475,17404,15947,16211,17082,16831
23.0,15482,15752,17184,17784,15548,17216,17982,17663
34.0,17155,17709,17931,18048,17155,17184,18069,18388
