,A,B,C,D,E,F,G,H
6.0,9116,10649,10605,9057,10656,10875,10937,10739
18.0,11558,11252,11011,11011,11103,11202,11411,11215
29.0,12002,11661,11532,11328,11446,11622,12056,11480
