,A,B,C,D,E,F,G,H,J,K
6.0,4761288,4518240,4611684,4369794,4443600,4391160,4404519,4578840,4647840,4761288
16.0,4862088,4533600,4796190,4442022,4591108,4507305,4510083,4785564,4829280,4951800
26.0,4912992,4682400,4913559,4605924,4753621,4678615,4682319,4843524,4895040,5071248
