,A,B,C,D,E,F,G,H
5.0,6206706,6235680,7275950,7492422,6195354,6306982,7509150,7164300
14.0,6545280,6564960,7601550,7508600,6431854,6555780,7804500,7424450
23.0,6858973,6826080,7806700,7747850,6668827,6879312,8097100,7855100
