,A,B,C,D,E,F,G,H,I,J,K,L
6.0,585,635,635,635,635,610,675,670,527,527,487,487
11.0,585,635,635,635,635,610,675,670,527,527,487,487
16.0,585,635,635,635,635,610,675,670,527,527,487,487
