,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,6581790,11547,570,134,1,NST
3.0/F中層A,3.0,中層,A,6608580,11594,570,132,1,NST
4.0/F高層A,4.0,高層,A,6635370,11641,570,131,1,NST
2.0/F低層B,2.0,低層,B,5019390,11673,430,69,1,NST
3.0/F中層B,3.0,中層,B,5039600,11720,430,68,1,NST
4.0/F高層B,4.0,高層,B,5060240,11768,430,67,1,NST
2.0/F低層C,2.0,低層,C,4793310,11691,410,66,1,NST
3.0/F中層C,3.0,中層,C,4812580,11738,410,65,1,NST
4.0/F高層C,4.0,高層,C,4753950,11595,410,214,2,NST
2.0/F低層D,2.0,低層,D,,,,,,NST
3.0/F中層D,3.0,中層,D,,,,,,NST
4.0/F高層D,4.0,高層,D,,,,,,NST
2.0/F低層E,2.0,低層,E,,,,,,NST
3.0/F中層E,3.0,中層,E,,,,,,NST
4.0/F高層E,4.0,高層,E,,,,,,NST
