,1,10,11,12,13,14,15,2,3,4,5,6,7,8,9
5.0,10459,11144,11146,11525,11145,10704,11008,11142,10828,11146,11062,11008,10641,11144,11112
13.0,10590,11280,11280,12261,11534,10924,11414,11492,11358,11280,11374,11332,11265,11280,11573
21.0,11329,11778,11798,11742,12145,11645,11633,11629,11964,11798,11834,11630,11580,11778,12034
