,A,B,C,D,E,F,G,H,J,K,L,M
6.0,13164,11979,12898,12992,12948,12948,12449,13303,14029,13122,11967,13098
13.0,13567,12659,13286,13391,13343,13343,12563,13660,14480,13343,12461,13231
20.0,14011,13207,13660,13837,13830,13830,12667,14029,14990,13830,13002,13319
