,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,5112822,7878,649,67,1,KSPK
18.0/F中層A,18.0,中層,A,5505467,8483,649,225,2,KSPK
27.0/F高層A,27.0,高層,A,5670313,8737,649,78,1,KSPK
10.0/F低層B,10.0,低層,B,3926490,7699,510,80,1,KSPK
18.0/F中層B,18.0,中層,B,4127940,8094,510,88,1,KSPK
27.0/F高層B,27.0,高層,B,4354380,8538,510,91,1,KSPK
10.0/F低層C,10.0,低層,C,3926490,7699,510,120,1,KSPK
18.0/F中層C,18.0,中層,C,4127940,8094,510,132,1,KSPK
27.0/F高層C,27.0,高層,C,4354380,8538,510,137,1,KSPK
10.0/F低層D,10.0,低層,D,5112822,7878,649,67,1,KSPK
18.0/F中層D,18.0,中層,D,5375018,8282,649,75,1,KSPK
27.0/F高層D,27.0,高層,D,5670313,8737,649,78,1,KSPK
10.0/F低層E,10.0,低層,E,5578092,7946,702,64,1,KSPK
18.0/F中層E,18.0,中層,E,5864508,8354,702,72,1,KSPK
27.0/F高層E,27.0,高層,E,6186726,8813,702,75,1,KSPK
10.0/F低層F,10.0,低層,F,4912848,7848,626,69,1,KSPK
18.0/F中層F,18.0,中層,F,5165126,8251,626,77,1,KSPK
27.0/F高層F,27.0,高層,F,5448704,8704,626,80,1,KSPK
10.0/F低層G,10.0,低層,G,4930428,7851,628,69,1,KSPK
18.0/F中層G,18.0,中層,G,5183512,8254,628,77,1,KSPK
27.0/F高層G,27.0,高層,G,5467996,8707,628,80,1,KSPK
10.0/F低層H,10.0,低層,H,5578092,7946,702,64,1,KSPK
18.0/F中層H,18.0,中層,H,5864508,8354,702,72,1,KSPK
27.0/F高層H,27.0,高層,H,6186726,8813,702,75,1,KSPK
