,1,10,2,3,4,5,6,7,8,9
7.0,10370,9076,9056,8979,9277,9277,10357,9016,10408,9277
18.0,10715,9555,7970,9693,9716,9716,10811,9451,10865,9716
29.0,10324,9618,9527,10186,9748,9748,10386,9546,11214,9748
