,21,23,25,27,29,31,33,35,37,39,41
5.0,976,1051,1012,994,1541,1747,1579,1041,1012,1051,1048
12.0,976,1051,1012,994,1541,1747,1579,1041,1012,1051,1048
20.0,1091,1051,1012,994,1541,1747,1579,1041,1012,1051,1048
