,A,B,C,D,E,F,G,H
8.0,14983,15163,14972,13732,15094,15029,14744,14651
20.0,15367,15802,15362,14522,15427,15436,15515,14945
33.0,15860,16759,16186,15076,16020,15051,15736,15734
