,A,B,C,D,E,F,G,H,J,K
8.0,5180664,5083918,5032832,5180664,3938960,4190391,5083918,5083918,4190391,3894864
20.0,5535736,5431762,5376084,5535736,4198872,4468256,5431762,5431762,4468256,4148840
33.0,5889056,5779032,5722780,5889056,4474896,4758263,5779032,5779032,4758263,4415536
