,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,3441315,11283,305,78,1,KMK
8.0/F中層A,8.0,中層,A,3509025,11505,305,81,1,KMK
12.0/F高層A,12.0,高層,A,3599305,11801,305,81,1,KMK
5.0/F低層B,5.0,低層,B,3364548,11847,284,209,2,KMK
8.0/F中層B,8.0,中層,B,3431856,12084,284,218,2,KMK
12.0/F高層B,12.0,高層,B,3573960,12324,290,211,2,KMK
5.0/F低層C,5.0,低層,C,3340976,11764,284,164,2,KMK
8.0/F中層C,8.0,中層,C,3408000,12000,284,171,2,KMK
12.0/F高層C,12.0,高層,C,3497744,12316,284,174,2,KMK
5.0/F低層C & D,5.0,低層,C & D,,,,,,KMK
8.0/F中層C & D,8.0,中層,C & D,,,,,,KMK
12.0/F高層C & D,12.0,高層,C & D,,,,,,KMK
5.0/F低層D,5.0,低層,D,3441315,11283,305,78,1,KMK
8.0/F中層D,8.0,中層,D,3509025,11505,305,81,1,KMK
12.0/F高層D,12.0,高層,D,3599305,11801,305,81,1,KMK
