,1,10,11,12,13,14,15,16,17,18,19,2,20,3,4,5,6,7,8,9
8.0,539,539,539,433,433,426,,,426,601,601,433,539,433,426,,,426,597,601
20.0,535,535,535,429,429,424,,,424,601,597,429,535,426,424,,,421,597,601
32.0,530,530,530,426,426,421,,,421,594,594,426,535,426,421,,,421,594,601
