,A,B,C,D,E,F,G,H,J,K
15.0,7716033,10003824,8087868,7075404,7344742,7197470,7223580,7792938,9638624,7852537
31.0,8162088,10555509,8374446,7210720,7715354,7652914,7619480,8097264,10154943,8308296
48.0,8248776,10638540,8578440,7320600,8164922,8093116,7840539,8487960,10410180,8312922
