,1,10,11,12,13,14,15,16,17,18,19,2,20,4,5,6,7,8,9
7.0,213,213,213,426,597,601,539,535,433,433,424,426,213,601,539,539,429,433,426
20.0,212,212,212,432,597,597,535,535,433,433,424,424,211,597,535,535,429,429,426
32.0,211,211,211,421,594,597,535,535,426,426,421,421,211,594,530,530,426,426,421
