,1,10,11,13,14,16,18,19,2,20,21,22,23,24,26,27,29,3,30,5,6,7,8
2.0,,,,11928,11545,10344,12099,12032,12032,14462,,11985,12099,12099,10399,12099,12032,10349,,10399,10523,12099,12099
5.0,,,,13935,13665,12332,14269,14351,14484,15917,,13511,14269,14269,12345,14269,14351,12004,,12345,12492,14269,14269
8.0,,,,15960,15798,14249,16463,16558,16692,,,16524,16463,16463,14298,16463,16558,14389,,14298,14467,16463,16463
