,subjFloor,floorLv,unitNo,price,npsf,nfa
11.0/F低層1,11.0,低層,1,6087510,15730,387
20.0/F中層1,20.0,中層,1,6572034,16982,387
28.0/F高層1,28.0,高層,1,6764760,17480,387
11.0/F低層2,11.0,低層,2,5035888,17608,286
20.0/F中層2,20.0,中層,2,5396534,18869,286
28.0/F高層2,28.0,高層,2,4821102,16857,286
11.0/F低層3,11.0,低層,3,4923572,16804,293
20.0/F中層3,20.0,中層,3,5476756,18692,293
28.0/F高層3,28.0,高層,3,5832165,19905,293
11.0/F低層4,11.0,低層,4,4534765,17645,257
20.0/F中層4,20.0,中層,4,4284704,16672,257
28.0/F高層4,28.0,高層,4,4423998,17214,257
11.0/F低層5,11.0,低層,5,6205158,16034,387
20.0/F中層5,20.0,中層,5,6931557,17911,387
28.0/F高層5,28.0,高層,5,6729156,17388,387
11.0/F低層6,11.0,低層,6,4858282,16987,286
20.0/F中層6,20.0,中層,6,4916626,17191,286
28.0/F高層6,28.0,高層,6,5202340,18190,286
11.0/F低層7,11.0,低層,7,4883138,16666,293
20.0/F中層7,20.0,中層,7,5027294,17158,293
28.0/F高層7,28.0,高層,7,4830398,16486,293
11.0/F低層8,11.0,低層,8,4369000,17000,257
20.0/F中層8,20.0,中層,8,4400097,17121,257
28.0/F高層8,28.0,高層,8,4538877,17661,257
