,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,,,,,,KKL
5.0/F中層A,5.0,中層,A,,,,,,KKL
8.0/F高層A,8.0,高層,A,,,,,,KKL
2.0/F低層B,2.0,低層,B,,,,,,KKL
5.0/F中層B,5.0,中層,B,,,,,,KKL
8.0/F高層B,8.0,高層,B,,,,,,KKL
2.0/F低層C,2.0,低層,C,,,,,,KKL
5.0/F中層C,5.0,中層,C,,,,,,KKL
8.0/F高層C,8.0,高層,C,,,,,,KKL
2.0/F低層D,2.0,低層,D,,,,,,KKL
5.0/F中層D,5.0,中層,D,,,,,,KKL
8.0/F高層D,8.0,高層,D,,,,,,KKL
2.0/F低層E,2.0,低層,E,,,,,,KKL
5.0/F中層E,5.0,中層,E,,,,,,KKL
8.0/F高層E,8.0,高層,E,,,,,,KKL
2.0/F低層F,2.0,低層,F,,,,,,KKL
5.0/F中層F,5.0,中層,F,,,,,,KKL
8.0/F高層F,8.0,高層,F,,,,,,KKL
2.0/F低層G,2.0,低層,G,,,,,,KKL
5.0/F中層G,5.0,中層,G,,,,,,KKL
8.0/F高層G,8.0,高層,G,,,,,,KKL
2.0/F低層H,2.0,低層,H,,,,,,KKL
5.0/F中層H,5.0,中層,H,,,,,,KKL
8.0/F高層H,8.0,高層,H,,,,,,KKL
