,1,2,3,4,5,6,7,8
3.0,6212700,5887392,5086680,5700726,5994762,4928938,5768864,6199661
6.0,6276361,5961312,5194980,5773548,6068271,5022564,5839712,6267157
10.0,6389877,6056736,5278770,5762556,6064149,5186548,5934832,6355362
