,A,B,C,D,E,F,G,H
10.0,6711694,6396250,6249880,5639953,5548444,6542025,6249880,5367285
19.0,6887991,6666975,6478955,5895868,5751625,6827030,6478955,5564295
28.0,6346175,6941270,6708030,6138858,5954806,7086450,6708030,5760810
