,A,B,C,D,E,F,G,H
6.0,4156695,3873055,3782785,4325320,4312790,4053755,3624315,4035075
12.0,4257515,3941790,3858600,4390640,4430040,4135190,3689585,4104085
17.0,4367920,3999020,3961850,4397030,4516805,4108960,3750890,4026365
