,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,33629945,17635,1907
4.0/F中層A,4.0,中層,A,34402280,18040,1907
6.0/F高層A,6.0,高層,A,35729552,18736,1907
2.0/F低層B,2.0,低層,B,33991848,18504,1837
4.0/F中層B,4.0,中層,B,33920205,18465,1837
6.0/F高層B,6.0,高層,B,35195083,19159,1837
2.0/F低層C,2.0,低層,C,20463120,17460,1172
4.0/F中層C,4.0,中層,C,20726820,17685,1172
6.0/F高層C,6.0,高層,C,21272972,18151,1172
2.0/F低層D,2.0,低層,D,21184380,18060,1173
4.0/F中層D,4.0,中層,D,21332178,18186,1173
6.0/F高層D,6.0,高層,D,21897564,18668,1173
2.0/F低層E,2.0,低層,E,18077400,18675,968
4.0/F中層E,4.0,中層,E,19344512,19984,968
6.0/F高層E,6.0,高層,E,20136336,20802,968
