,A,B,C,D,E,F,G,H,J,K,L,M
2.0,6893100,5650128,6188250,6375750,6640188,5657196,4933817,6258492,6478487,6387000,6095660,4121823
4.0,6916842,5497008,6305625,6305625,5770188,5766844,5051487,5894098,6016411,5869500,5199870,3977946
6.0,6956244,5722164,6423375,6282375,5630640,5622308,5087075,5378402,6035606,6124500,5705385,4130981
