,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層1,8.0,低層,1,8481060,13462,630
13.0/F中層1,13.0,中層,1,8717940,13838,630
18.0/F高層1,18.0,高層,1,8915130,14151,630
8.0/F低層2,8.0,低層,2,8358840,13268,630
13.0/F中層2,13.0,中層,2,8688960,13792,630
18.0/F高層2,18.0,高層,2,8850240,14048,630
8.0/F低層3,8.0,低層,3,7860645,13437,585
13.0/F中層3,13.0,中層,3,8081190,13814,585
18.0/F高層3,18.0,高層,3,8323380,14228,585
8.0/F低層4,8.0,低層,4,7870005,13453,585
13.0/F中層4,13.0,中層,4,8094645,13837,585
18.0/F高層4,18.0,高層,4,8332155,14243,585
8.0/F低層5,8.0,低層,5,7462800,12438,600
13.0/F中層5,13.0,中層,5,8278800,13798,600
18.0/F高層5,18.0,高層,5,8523600,14206,600
8.0/F低層6,8.0,低層,6,8052000,13420,600
13.0/F中層6,13.0,中層,6,8278800,13798,600
18.0/F高層6,18.0,高層,6,8523600,14206,600
