,A,B,C,D,E,F,G,H,J,K,L,M
3.0,430,475,425,430,480,425,430,480,425,430,475,425
6.0,430,475,425,430,480,425,430,480,425,430,475,425
10.0,430,475,425,430,480,425,430,480,425,430,475,425
