,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
8.0/F低層A,8.0,低層,A,4587968,14896,308,357,3,NTM
17.0/F中層A,17.0,中層,A,4264568,13846,308,323,3,NTM
26.0/F高層A,26.0,高層,A,4893196,15887,308,342,3,NTM
8.0/F低層B,8.0,低層,B,4810170,14710,327,396,3,NTM
17.0/F中層B,17.0,中層,B,5012583,15329,327,369,3,NTM
26.0/F高層B,26.0,高層,B,5179026,15838,327,334,3,NTM
8.0/F低層C,8.0,低層,C,4697550,14454,325,376,4,NTM
17.0/F中層C,17.0,中層,C,4757025,14637,325,387,4,NTM
26.0/F高層C,26.0,高層,C,4786600,14728,325,351,3,NTM
8.0/F低層D,8.0,低層,D,4675230,14842,315,408,4,NTM
17.0/F中層D,17.0,中層,D,4760910,15114,315,356,3,NTM
26.0/F高層D,26.0,高層,D,4885650,15510,315,406,3,NTM
8.0/F低層E,8.0,低層,E,4662315,14801,315,365,4,NTM
17.0/F中層E,17.0,中層,E,4779180,15172,315,378,4,NTM
26.0/F高層E,26.0,高層,E,4876200,15480,315,384,4,NTM
8.0/F低層F,8.0,低層,F,4602000,14160,325,380,4,NTM
17.0/F中層F,17.0,中層,F,4700150,14462,325,396,4,NTM
26.0/F高層F,26.0,高層,F,4730700,14556,325,390,3,NTM
8.0/F低層G,8.0,低層,G,4740192,14496,327,371,3,NTM
17.0/F中層G,17.0,中層,G,4892901,14963,327,351,3,NTM
26.0/F高層G,26.0,高層,G,5025990,15370,327,404,4,NTM
8.0/F低層H,8.0,低層,H,4461996,14487,308,347,3,NTM
17.0/F中層H,17.0,中層,H,4641560,15070,308,374,3,NTM
26.0/F高層H,26.0,高層,H,4861164,15783,308,422,3,NTM
