,A,B,C,D,E,F,G,H
8.0,7231280,8641228,6454110,5575302,5547708,6538779,8096243,7545040
20.0,7327776,8815217,6533709,5813136,5783352,6545877,8453699,7601872
33.0,7886032,9199076,6807489,5954610,5893728,6807489,8850421,7916224
