,1,10,11,12,2,3,4,5,6,7,8,9
11.0,7350239,6890507,6806375,7015544,7138300,6782310,8517852,8417160,7802047,7977310,7748175,8925243
24.0,7888698,7305613,7373750,7477802,7786850,7391076,9368807,9132495,8372298,8916182,8399135,9753664
36.0,7949743,7759872,8219925,8038153,8315125,7716930,10130812,9755130,8972018,9727355,9412140,11033951
