,A,B,C,D,E,F,G,H
8.0,5064450,4905990,5217940,5155720,5030535,5028825,5188355,5264605
18.0,5218920,5201820,5441200,5359460,5083260,5232315,5370745,5530260
27.0,5263950,5395620,5297240,5307305,5163060,5426685,5580890,5372575
