,11,16,18,20,27,5,8,9
7.0,5524,5552,5559,5574,5686,5611,5712,5668
12.0,5771,5807,5816,5833,5862,5859,5889,5843
18.0,5972,6009,6020,6037,6067,6062,6097,6047
