,subjFloor,floorLv,unitNo,price,npsf,nfa
3.0/F低層1,3.0,低層,1,1738437,4539,383
8.0/F中層1,8.0,中層,1,1789376,4672,383
12.0/F高層1,12.0,高層,1,1813888,4736,383
3.0/F低層10,3.0,低層,10,1697839,4433,383
8.0/F中層10,8.0,中層,10,1746480,4560,383
12.0/F高層10,12.0,高層,10,1768694,4618,383
3.0/F低層11,3.0,低層,11,1712971,4381,391
8.0/F中層11,8.0,中層,11,1772012,4532,391
12.0/F高層11,12.0,高層,11,1797427,4597,391
3.0/F低層12,3.0,低層,12,1915200,4256,450
8.0/F中層12,8.0,中層,12,1989000,4420,450
12.0/F高層12,12.0,高層,12,2052450,4561,450
3.0/F低層13,3.0,低層,13,1641220,4319,380
8.0/F中層13,8.0,中層,13,1718360,4522,380
12.0/F高層13,12.0,高層,13,1761680,4636,380
3.0/F低層14,3.0,低層,14,1706960,4492,380
8.0/F中層14,8.0,中層,14,1769660,4657,380
12.0/F高層14,12.0,高層,14,1798540,4733,380
3.0/F低層15,3.0,低層,15,2316438,4266,543
8.0/F中層15,8.0,中層,15,2541240,4680,543
12.0/F高層15,12.0,高層,15,2537982,4674,543
3.0/F低層16,3.0,低層,16,1923144,4236,454
8.0/F中層16,8.0,中層,16,1972630,4345,454
12.0/F高層16,12.0,高層,16,2064338,4547,454
3.0/F低層2,3.0,低層,2,1707414,4458,383
8.0/F中層2,8.0,中層,2,1780567,4649,383
12.0/F高層2,12.0,高層,2,1806228,4716,383
3.0/F低層3,3.0,低層,3,1754417,4487,391
8.0/F中層3,8.0,中層,3,1814631,4641,391
12.0/F高層3,12.0,高層,3,1834572,4692,391
3.0/F低層4,3.0,低層,4,1750656,4512,388
8.0/F中層4,8.0,中層,4,1808856,4662,388
12.0/F高層4,12.0,高層,4,1824376,4702,388
3.0/F低層5,3.0,低層,5,1719552,4478,384
8.0/F中層5,8.0,中層,5,1793664,4671,384
12.0/F高層5,12.0,高層,5,1809024,4711,384
3.0/F低層6,3.0,低層,6,1698432,4423,384
8.0/F中層6,8.0,中層,6,1756800,4575,384
12.0/F高層6,12.0,高層,6,1781376,4639,384
3.0/F低層7,3.0,低層,7,1717435,4415,389
8.0/F中層7,8.0,中層,7,1771117,4553,389
12.0/F高層7,12.0,高層,7,1801459,4631,389
3.0/F低層8,3.0,低層,8,1691075,4325,391
8.0/F中層8,8.0,中層,8,1774749,4539,391
12.0/F高層8,12.0,高層,8,1791171,4581,391
3.0/F低層9,3.0,低層,9,1685200,4400,383
8.0/F中層9,8.0,中層,9,1743799,4553,383
12.0/F高層9,12.0,高層,9,1745714,4558,383
