,1,11,12,14,15,16,17,19,2,5,6,7,8,9
8.0,445,570,447,448,445,447,380,445,376,445,448,574,570,383
18.0,445,570,447,448,445,447,380,445,376,445,448,574,570,383
27.0,445,570,447,448,445,447,380,445,376,445,448,574,570,383
