,1,10,2,3,4,5,6,7,8,9
3.0,13078,12937,12814,13210,12818,13924,12587,13157,12469,12639
7.0,13896,13117,12925,13410,13018,14305,12783,13549,12669,13070
11.0,13524,12857,13159,13376,13213,14367,13098,13469,12502,13165
