,1,10,11,12,13,14,2,3,4,5,6,7,8,9
4.0,7484400,6050070,6188340,8444535,6039800,6420960,4778700,5376735,7593910,6738190,5854800,6854795,6855230,6854795
9.0,7896350,6389370,6466290,8741580,5438840,5381080,5054525,5686805,4719750,7112050,6179040,7234285,7237095,7234285
14.0,4793565,6731595,6804420,5869470,5732120,3752060,5337150,5999905,7561030,7487920,7313800,6957050,7606515,7615830
