,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,8050718,16297,494,294,3,NTKO
10.0/F中層A,10.0,中層,A,19115850,19606,975,115,1,NTKO
16.0/F高層A,16.0,高層,A,19944288,19786,1008,104,1,NTKO
4.0/F低層AC,4.0,低層,AC,,,,,,NTKO
10.0/F中層AC,10.0,中層,AC,,,,,,NTKO
16.0/F高層AC,16.0,高層,AC,,,,,,NTKO
4.0/F低層B,4.0,低層,B,6821010,16842,405,222,2,NTKO
10.0/F中層B,10.0,中層,B,19472508,19492,999,75,1,NTKO
16.0/F高層B,16.0,高層,B,20298408,19669,1032,68,1,NTKO
4.0/F低層BC,4.0,低層,BC,16248385,20035,811,83,1,NTKO
10.0/F中層BC,10.0,中層,BC,16534668,20388,811,85,1,NTKO
16.0/F高層BC,16.0,高層,BC,16821762,20742,811,79,1,NTKO
4.0/F低層C,4.0,低層,C,6816334,16789,406,175,2,NTKO
10.0/F中層C,10.0,中層,C,10323597,16309,633,293,3,NTKO
16.0/F高層C,16.0,高層,C,10488177,16569,633,262,3,NTKO
4.0/F低層D,4.0,低層,D,14285296,20584,694,90,1,NTKO
10.0/F中層D,10.0,中層,D,14536524,20946,694,92,1,NTKO
16.0/F高層D,16.0,高層,D,14788446,21309,694,86,1,NTKO
4.0/F低層E,4.0,低層,E,9753390,15885,614,241,3,NTKO
10.0/F中層E,10.0,中層,E,9952326,16209,614,237,3,NTKO
16.0/F高層E,16.0,高層,E,10127930,16495,614,219,3,NTKO
