,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,5384580,10558,510,392,4,ISL
20.0/F中層A,20.0,中層,A,5709450,11195,510,336,3,ISL
29.0/F高層A,29.0,高層,A,6244062,11693,534,391,4,ISL
10.0/F低層B,10.0,低層,B,5378428,10714,502,335,3,ISL
20.0/F中層B,20.0,中層,B,5566678,11089,502,377,4,ISL
29.0/F高層B,29.0,高層,B,6083161,11543,527,363,4,ISL
10.0/F低層C,10.0,低層,C,5577408,9683,576,379,4,ISL
20.0/F中層C,20.0,中層,C,5798016,10066,576,385,4,ISL
29.0/F高層C,29.0,高層,C,6257540,10606,590,352,4,ISL
10.0/F低層D,10.0,低層,D,6163200,10700,576,327,3,ISL
20.0/F中層D,20.0,中層,D,6485184,11259,576,333,3,ISL
29.0/F高層D,29.0,高層,D,7008600,11681,600,375,4,ISL
10.0/F低層E,10.0,低層,E,6149952,10677,576,358,3,ISL
20.0/F中層E,20.0,中層,E,6419520,11145,576,367,3,ISL
29.0/F高層E,29.0,高層,E,6927000,11545,600,393,4,ISL
10.0/F低層F,10.0,低層,F,5955264,10339,576,366,3,ISL
20.0/F中層F,20.0,中層,F,6279552,10902,576,362,3,ISL
29.0/F高層F,29.0,高層,F,6688830,11337,590,325,3,ISL
10.0/F低層G,10.0,低層,G,4961266,9883,502,356,4,ISL
20.0/F中層G,20.0,中層,G,5464772,10886,502,383,4,ISL
29.0/F高層G,29.0,高層,G,6439940,12220,527,353,3,ISL
10.0/F低層H,10.0,低層,H,5014830,9833,510,321,4,ISL
20.0/F中層H,20.0,中層,H,5554920,10892,510,342,4,ISL
29.0/F高層H,29.0,高層,H,6138330,11495,534,321,4,ISL
