,A,B,C,D,E,F,G,H,J,K
5.0,10885,10885,10704,11979,11164,11622,10885,11338,11670,11385
12.0,12299,12299,10989,12280,11665,11917,12299,12299,11957,11665
18.0,12545,12545,11284,12525,11895,12143,12545,12545,12194,11895
