,1,2,3,5,6,7,8,9
12.0,9786690,8277589,8483119,9726993,9726993,8509996,7693673,9726993
28.0,10498833,9077048,9069670,10547676,10547676,7105541,7587219,8409438
43.0,11335194,9756351,9762148,11335194,11500853,7651513,8136353,9069120
