,1,12,13,14,15,17,18,22,23,4,5
11.0,2245233,3173787,2551476,2523771,2544592,2728610,2523771,2494090,2523771,2748180,2748180
20.0,2329815,3304413,2651157,2620345,2641609,2832400,2620345,2563641,2620345,2851848,2867985
28.0,2415540,3423357,2748603,2716476,2738626,2936675,2716476,2683694,2716476,2956983,2956983
