,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
11.0/F低層A,11.0,低層,A,8228520,16040,513,325,4,KSWK
25.0/F中層A,25.0,中層,A,8520417,16609,513,330,4,KSWK
38.0/F高層A,38.0,高層,A,8697576,17678,492,387,4,KSWK
11.0/F低層B,11.0,低層,B,8621655,16485,523,355,4,KSWK
25.0/F中層B,25.0,中層,B,8893615,17005,523,335,4,KSWK
38.0/F高層B,38.0,高層,B,9233565,17655,523,340,4,KSWK
11.0/F低層C,11.0,低層,C,8122350,15650,519,338,3,KSWK
25.0/F中層C,25.0,中層,C,8361609,16111,519,337,3,KSWK
38.0/F高層C,38.0,高層,C,8625780,16620,519,342,3,KSWK
11.0/F低層D,11.0,低層,D,7453710,15058,495,345,4,KSWK
25.0/F中層D,25.0,中層,D,8063055,16289,495,332,4,KSWK
38.0/F高層D,38.0,高層,D,8637750,17450,495,347,4,KSWK
11.0/F低層E,11.0,低層,E,7898220,15956,495,351,4,KSWK
25.0/F中層E,25.0,中層,E,8152650,16470,495,366,4,KSWK
38.0/F高層E,38.0,高層,E,8134830,16434,495,333,3,KSWK
11.0/F低層F,11.0,低層,F,11198880,16665,672,373,3,KSWK
25.0/F中層F,25.0,中層,F,11727744,17452,672,370,3,KSWK
38.0/F高層F,38.0,高層,F,12071808,17964,672,376,4,KSWK
11.0/F低層G,11.0,低層,G,10402938,17082,609,332,4,KSWK
25.0/F中層G,25.0,中層,G,11277462,18518,609,339,4,KSWK
38.0/F高層G,38.0,高層,G,11803029,19381,609,342,4,KSWK
11.0/F低層H,11.0,低層,H,8586081,16737,513,330,3,KSWK
25.0/F中層H,25.0,中層,H,8657901,16877,513,346,3,KSWK
38.0/F高層H,38.0,高層,H,8525868,17329,492,398,3,KSWK
