,A,B,C,D,E,F,G,H
5.0,14808,14806,15885,15788,14142,14766,15723,15900
10.0,15397,15395,16509,14747,14728,15356,16353,16538
14.0,15887,15884,17018,15245,15190,15845,16862,17050
