,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
4.0/F低層A,4.0,低層,A,15724800,12096,1300,320,3,NST
10.0/F中層A,10.0,中層,A,15904200,12234,1300,394,4,NST
17.0/F高層A,17.0,高層,A,16338400,12568,1300,359,4,NST
4.0/F低層B,4.0,低層,B,15591840,11812,1320,342,4,NST
10.0/F中層B,10.0,中層,B,15981240,12107,1320,342,4,NST
17.0/F高層B,17.0,高層,B,16424760,12443,1320,310,4,NST
4.0/F低層C,4.0,低層,C,15280200,11754,1300,324,3,NST
10.0/F中層C,10.0,中層,C,15615600,12012,1300,367,3,NST
17.0/F高層C,17.0,高層,C,16120000,12400,1300,307,3,NST
4.0/F低層D,4.0,低層,D,15372720,11646,1320,246,3,NST
10.0/F中層D,10.0,中層,D,15777960,11953,1320,252,3,NST
17.0/F高層D,17.0,高層,D,16221480,12289,1320,231,3,NST
