,1,10,13,15,18,19,8,9
7.0,6608,6502,7549,6508,6542,7511,6564,6605
18.0,6908,6817,7863,6824,6849,7833,6888,7614
26.0,7110,8051,8126,8077,8015,8105,8151,7923
