,1,10,11,13,15,16,17,18,19,20,21,3,4,6,7,8,9
8.0,7571,7389,7436,7191,7349,7331,7327,7139,7118,7115,7429,7549,7668,7325,7352,7418,7313
20.0,7894,7696,7783,7506,7662,7644,7646,7435,7626,7422,7739,7850,7958,7635,7630,7687,7767
31.0,8158,7976,7999,7765,7943,7862,7938,7704,7877,7687,8024,8127,8230,7929,7927,7970,8057
