,A,B,C,D,E,F,G,H,I,J
7.0,4555428,5303869,4492375,4574526,4029312,4492388,4792579,4574545,4443120,4097184
12.0,4295388,5430162,4598615,4558191,4174464,4270960,4907510,4683275,4302639,4198320
17.0,4402162,5557329,4700290,4739328,4250064,4377734,5017634,4609820,4093188,3599964
