,10,110,116117,13,14,15,16,17,18,20,201,21,22,223-224,23-24,2324,24,2425,25,26,27,28,29,3,30,316,4,5,516,521,528,6,604,605,606,621,625,7,706,717,720,727,8,830,9
3.0,10161,10009,9991,10314,9624,10348,9773,10478,9930,9912,,10478,10902,9829,10048,9829,10478,10234,10776,10775,10442,10732,10464,10271,10538,9709,10130,10640,11003,10478,10775,10478,10386,10478,10478,10478,10478,10135,10478,10426,10009,10532,9962,10776,10208
6.0,10359,10190,10172,10510,10135,10545,9977,10672,10109,10089,,10672,11105,10005,10246,10246,10672,10434,10983,11034,10727,10938,10679,10472,10738,11208,10322,10843,11208,10672,10978,10672,11162,10672,10893,10494,10672,10319,10672,10617,10190,10727,10584,10983,10259
9.0,10946,10367,10348,10843,10813,11638,10162,10861,11141,10673,,10861,11303,10612,10446,10446,10861,10634,11187,11283,10917,11141,10946,10742,10937,11408,10512,11044,11408,10861,11174,10861,10780,10861,10861,10861,10861,10499,10861,10819,10367,10917,10787,11187,10662
