,A,B,C,D,E,F,G
6.0,6065034,7577568,5944382,6215560,7745108,5877785,6025590
16.0,6621804,7955384,6206816,6078800,8119923,6073171,6588960
23.0,6762879,7994454,6228800,6480078,8384720,6212997,6552894
