,A,B,C,D,E,F,G
2.0,6876852,5997243,6219073,6188250,6226591,5647191,5974920
4.0,6970149,6079353,6312936,6273000,6321680,6201904,6057000
7.0,7105779,6217512,6427575,6396000,6445560,5601630,5838105
