,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層1,7.0,低層,1,6463660,11795,548,321,4,KKT
16.0/F中層1,16.0,中層,1,6760128,12336,548,333,4,KKT
24.0/F高層1,24.0,高層,1,7021524,12813,548,317,4,KKT
7.0/F低層2,7.0,低層,2,6407040,11280,568,356,4,KKT
16.0/F中層2,16.0,中層,2,6956296,12247,568,369,4,KKT
24.0/F高層2,24.0,高層,2,7212464,12698,568,388,4,KKT
7.0/F低層3,7.0,低層,3,5370316,12374,434,344,4,KKT
16.0/F中層3,16.0,中層,3,5606846,12919,434,349,4,KKT
24.0/F高層3,24.0,高層,3,5675418,13077,434,306,4,KKT
7.0/F低層4,7.0,低層,4,5112486,12349,414,242,4,KKT
16.0/F中層4,16.0,中層,4,5344740,12910,414,254,4,KKT
24.0/F高層4,24.0,高層,4,5549670,13405,414,238,4,KKT
7.0/F低層5,7.0,低層,5,6560656,11972,548,350,3,KKT
16.0/F中層5,16.0,中層,5,6864796,12527,548,356,3,KKT
24.0/F高層5,24.0,高層,5,7131124,13013,548,321,3,KKT
7.0/F低層6,7.0,低層,6,6613224,11643,568,365,4,KKT
16.0/F中層6,16.0,中層,6,6916536,12177,568,378,4,KKT
24.0/F高層6,24.0,高層,6,7185768,12651,568,358,4,KKT
7.0/F低層7,7.0,低層,7,5323010,12265,434,257,4,KKT
16.0/F中層7,16.0,中層,7,5565182,12823,434,269,4,KKT
24.0/F高層7,24.0,高層,7,5779144,13316,434,253,4,KKT
7.0/F低層8,7.0,低層,8,5112486,12349,414,242,4,KKT
16.0/F中層8,16.0,中層,8,5344740,12910,414,254,4,KKT
24.0/F高層8,24.0,高層,8,5549670,13405,414,238,4,KKT
