,14,23,31,33,4,46,7
6.0,1759309,1785135,1782692,1790975,1787229,1849032,1843176
11.0,1804330,1831901,1830156,1838900,1835042,1898808,1891854
18.0,1876224,1897164,1895768,1904930,1901701,1965786,1959930
