,1,3,4,5,6,7,8
9.0,6316700,6375200,6345950,6345950,6345950,6359600,6358950
21.0,6651450,6765850,6682650,6682650,6682650,6697600,6696300
33.0,6993350,7135700,7025200,7025200,7025200,7110350,7039500
