,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,8464113,10161,833,334,4,NTP
14.0/F中層A,14.0,中層,A,8818138,10586,833,332,4,NTP
21.0/F高層A,21.0,高層,A,9124682,10954,833,328,4,NTP
6.0/F低層B,6.0,低層,B,10269708,11019,932,376,4,NTP
14.0/F中層B,14.0,中層,B,9795320,10510,932,310,4,NTP
21.0/F高層B,21.0,高層,B,10847548,11639,932,386,4,NTP
6.0/F低層C,6.0,低層,C,9040655,10699,845,362,3,NTP
14.0/F中層C,14.0,中層,C,8962070,10606,845,391,4,NTP
21.0/F高層C,21.0,高層,C,9491885,11233,845,326,3,NTP
6.0/F低層D,6.0,低層,D,8043000,10724,750,330,3,NTP
14.0/F中層D,14.0,中層,D,8222250,10963,750,412,4,NTP
21.0/F高層D,21.0,高層,D,8466750,11289,750,393,4,NTP
6.0/F低層E,6.0,低層,E,7461000,9948,750,400,3,NTP
14.0/F中層E,14.0,中層,E,7974750,10633,750,400,3,NTP
21.0/F高層E,21.0,高層,E,8259000,11012,750,384,3,NTP
6.0/F低層F,6.0,低層,F,8883000,10575,840,367,3,NTP
14.0/F中層F,14.0,中層,F,8932560,10634,840,394,4,NTP
21.0/F高層F,21.0,高層,F,9250080,11012,840,380,4,NTP
6.0/F低層G,6.0,低層,G,9409305,10085,933,311,4,NTP
14.0/F中層G,14.0,中層,G,9804897,10509,933,310,4,NTP
21.0/F高層G,21.0,高層,G,12415515,11155,1113,311,4,NTP
6.0/F低層GH,6.0,低層,GH,10971954,9858,1113,343,5,NTP
14.0/F中層GH,14.0,中層,GH,11431623,10271,1113,341,5,NTP
21.0/F高層GH,21.0,高層,GH,11837868,10636,1113,330,5,NTP
6.0/F低層H,6.0,低層,H,,,,,,NTP
14.0/F中層H,14.0,中層,H,,,,,,NTP
21.0/F高層H,21.0,高層,H,,,,,,NTP
