,A,B,C,D,E,F,G,H,J,K,L,M
7.0,9368040,7389981,7100115,7389981,7389981,7308063,9081215,7349010,6124573,5458167,5713590,8292500
12.0,9719835,7671897,7372065,7671897,7671897,7671897,9841332,7460460,6361225,6450948,5931510,8472300
16.0,8365456,6303566,7588515,7868235,7897086,6802578,9968453,7679754,6479475,5905562,6105392,9071384
